state_lbl,state_val,city_lbl,city_val,stn_lbl,stn_val,lat,long,geometry,index_right,Area
Jharkhand,Jharkhand,Jorapokhar,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",site_254,23.7167069,86.4110166,POINT (86.4110166 23.7167069),252,3942949.59384
Jharkhand,Jharkhand,Pathardih,Pathardih,"Mohalbani Ghat, Pathardih - DMC",site_5832,23.6753417,86.4282846,POINT (86.4282846 23.6753417),252,3942949.59384
Karnataka,Karnataka,Bagalkot,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",site_5264,16.1793224,75.6999315,POINT (75.6999315 16.1793224),252,3942949.59384
Karnataka,Karnataka,Belgaum,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",site_5432,15.8852297,74.5424187,POINT (74.5424187 15.8852297),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",site_5678,12.9232191,77.50064642949692,POINT (77.50064642949692 12.9232191),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"Jigani, Bengaluru - KSPCB",site_5729,12.7807858,77.64102425962022,POINT (77.64102425962022 12.7807858),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"City Railway Station, Bengaluru - KSPCB",site_165,12.98815675,77.62260003796,POINT (77.62260003796 12.98815675),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",site_1556,12.9196037,77.583381,POINT (77.583381 12.9196037),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"BTM Layout, Bengaluru - CPCB",site_162,12.9151772,77.6102821,POINT (77.6102821 12.9151772),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"Silk Board, Bengaluru - KSPCB",site_1558,12.9167972,77.6235628,POINT (77.6235628 12.9167972),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",site_1553,12.9556699,77.5402492,POINT (77.5402492 12.9556699),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"Hebbal, Bengaluru - KSPCB",site_1554,13.0382184,77.5919,POINT (77.5919 13.0382184),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"Peenya, Bengaluru - CPCB",site_163,13.0329814,77.5331801,POINT (77.5331801 13.0329814),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",site_1555,12.94914525,77.59813853450976,POINT (77.59813853450976 12.94914525),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB",site_164,12.98815675,77.62260003796,POINT (77.62260003796 12.98815675),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",site_5681,13.0044979,77.6603231,POINT (77.6603231 13.0044979),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",site_5686,12.98815675,77.62260003796,POINT (77.62260003796 12.98815675),252,3942949.59384
Karnataka,Karnataka,Bengaluru,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",site_166,12.98815675,77.62260003796,POINT (77.62260003796 12.98815675),252,3942949.59384
Karnataka,Karnataka,Bidar,Bidar,"Naubad, Bidar - KSPCB",site_5418,17.932637,77.4741107,POINT (77.4741107 17.932637),252,3942949.59384
Karnataka,Karnataka,Chamarajanagar,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",site_5124,11.95442005,77.1069086262881,POINT (77.1069086262881 11.95442005),252,3942949.59384
Karnataka,Karnataka,Chikkaballapur,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",site_1557,13.099376424266564,77.38872899876924,POINT (77.38872899876924 13.099376424266564),252,3942949.59384
Karnataka,Karnataka,Chikkamagaluru,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",site_5265,13.4058699,75.63875801157945,POINT (75.63875801157945 13.4058699),252,3942949.59384
Karnataka,Karnataka,Davanagere,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",site_5422,14.47895585,75.90717496023439,POINT (75.90717496023439 14.47895585),252,3942949.59384
Karnataka,Karnataka,Dharwad,Dharwad,"Kalabhavan, Dharwad - KSPCB",site_5638,15.3707296,75.13328673460543,POINT (75.13328673460543 15.3707296),252,3942949.59384
Karnataka,Karnataka,Gadag,Gadag,"Panchal Nagar, Gadag - KSPCB",site_5419,15.41669195,75.6815801296564,POINT (75.6815801296564 15.41669195),252,3942949.59384
Karnataka,Karnataka,Hassan,Hassan,"B.Katihalli, Hassan - KSPCB",site_5448,13.0163698,76.1301176,POINT (76.1301176 13.0163698),252,3942949.59384
Karnataka,Karnataka,Haveri,Haveri,"Ashwini Nagar, Haveri - KSPCB",site_5420,14.71802675,75.36564232024529,POINT (75.36564232024529 14.71802675),252,3942949.59384
Karnataka,Karnataka,Hubballi,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",site_5680,15.3709682,75.1150695,POINT (75.1150695 15.3709682),252,3942949.59384
Karnataka,Karnataka,Hubballi,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",site_1447,15.3597632,75.13629477439613,POINT (75.13629477439613 15.3597632),252,3942949.59384
Karnataka,Karnataka,Kalaburagi,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",site_1565,17.240895700000003,76.76974392025645,POINT (76.76974392025645 17.240895700000003),252,3942949.59384
Karnataka,Karnataka,Kalaburagi,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",site_5679,17.240895700000003,76.76974392025645,POINT (76.76974392025645 17.240895700000003),252,3942949.59384
Karnataka,Karnataka,Karwar,Karwar,"KHB Colony, Karwar - KSPCB",site_5853,14.8120931,74.1319229,POINT (74.1319229 14.8120931),252,3942949.59384
Karnataka,Karnataka,Kolar,Kolar,"Tamaka Ind. Area, Kolar - KSPCB",site_1551,13.1277079,78.15896173851549,POINT (78.15896173851549 13.1277079),252,3942949.59384
Karnataka,Karnataka,Koppal,Koppal,"Diwator Nagar, Koppal - KSPCB",site_5415,15.57482375,76.3118493692591,POINT (76.3118493692591 15.57482375),252,3942949.59384
Karnataka,Karnataka,Madikeri,Madikeri,"Stuart Hill, Madikeri - KSPCB",site_5391,12.42149,75.7387543,POINT (75.7387543 12.42149),252,3942949.59384
Karnataka,Karnataka,Mangalore,Mangalore,"Kadri, Mangalore - KSPCB",site_5421,12.8897288,74.8501424,POINT (74.8501424 12.8897288),252,3942949.59384
Karnataka,Karnataka,Mysuru,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",site_5125,12.3051828,76.6553609,POINT (76.6553609 12.3051828),252,3942949.59384
Karnataka,Karnataka,Raichur,Raichur,"Haji Colony, Raichur - KSPCB",site_5414,16.054719400000003,76.90036472411589,POINT (76.90036472411589 16.054719400000003),252,3942949.59384
Karnataka,Karnataka,Ramanagara,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",site_5255,12.72000595,77.31841990623,POINT (77.31841990623 12.72000595),252,3942949.59384
Karnataka,Karnataka,Shivamogga,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB",site_5266,13.9370622,75.5697142,POINT (75.5697142 13.9370622),252,3942949.59384
Karnataka,Karnataka,Tumakuru,Tumakuru,"Thimmalapura, Tumakuru - KSPCB",site_5682,13.4192512,76.88100044465654,POINT (76.88100044465654 13.4192512),252,3942949.59384
Karnataka,Karnataka,Udupi,Udupi,"Brahmagiri, Udupi - KSPCB",site_5433,13.3412188,74.7407976,POINT (74.7407976 13.3412188),252,3942949.59384
Karnataka,Karnataka,Vijayapura,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",site_5267,16.8034264,75.7199513,POINT (75.7199513 16.8034264),252,3942949.59384
Karnataka,Karnataka,Yadgir,Yadgir,"Collector Office, Yadgir - KSPCB",site_5254,16.57441225,76.92544344576471,POINT (76.92544344576471 16.57441225),252,3942949.59384
Kerala,Kerala,Eloor,Eloor,"Udyogamandal, Eloor - Kerala PCB",site_5105,10.06729635,76.30912074728826,POINT (76.30912074728826 10.06729635),252,3942949.59384
Kerala,Kerala,Ernakulam,Ernakulam,"Kacheripady, Ernakulam - Kerala PCB",site_5272,9.9861492,76.28405005,POINT (76.28405005 9.9861492),252,3942949.59384
Kerala,Kerala,Kannur,Kannur,"Thavakkara, Kannur - Kerala PCB",site_5276,11.8718213,75.3676065,POINT (75.3676065 11.8718213),252,3942949.59384
Kerala,Kerala,Kochi,Kochi,"Vyttila, Kochi - Kerala PCB",site_5270,9.97436775954181,76.3176496392377,POINT (76.3176496392377 9.97436775954181),252,3942949.59384
Kerala,Kerala,Kollam,Kollam,"Polayathode, Kollam - Kerala PCB",site_5334,8.8870815,76.5907017,POINT (76.5907017 8.8870815),252,3942949.59384
Kerala,Kerala,Kozhikode,Kozhikode,"Palayam, Kozhikode - Kerala PCB",site_5271,11.2459092,75.7803858,POINT (75.7803858 11.2459092),252,3942949.59384
Kerala,Kerala,Thiruvananthapuram,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",site_252,8.4882267,76.947551,POINT (76.947551 8.4882267),252,3942949.59384
Kerala,Kerala,Thiruvananthapuram,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",site_5331,8.561554057465989,76.88289487834747,POINT (76.88289487834747 8.561554057465989),252,3942949.59384
Kerala,Kerala,Thrissur,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",site_5390,10.5445159,76.22120725938618,POINT (76.22120725938618 10.5445159),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Bhopal,Bhopal,"Idgah Hills, Bhopal - MPPCB",site_5708,23.2656639,77.385696,POINT (77.385696 23.2656639),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Bhopal,Bhopal,"T T Nagar, Bhopal - MPPCB",site_5247,23.2286993,77.4002881,POINT (77.4002881 23.2286993),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Bhopal,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",site_5650,23.2584857,77.401989,POINT (77.401989 23.2584857),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Damoh,Damoh,"Shrivastav Colony, Damoh - MPPCB",site_5040,23.7981005,79.54193561694873,POINT (79.54193561694873 23.7981005),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Dewas,Dewas,"Bhopal Chauraha, Dewas - MPPCB",site_1404,22.8057498,76.294040773288,POINT (76.294040773288 22.8057498),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Gwalior,Gwalior,"Maharaj Bada, Gwalior - MPPCB",site_5661,26.2037247,78.1573628,POINT (78.1573628 26.2037247),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Gwalior,Gwalior,"City Center, Gwalior - MPPCB",site_5273,26.2037247,78.1573628,POINT (78.1573628 26.2037247),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Gwalior,Gwalior,"Phool Bagh, Gwalior - Mondelez Ind. Food",site_5275,26.2037247,78.1573628,POINT (78.1573628 26.2037247),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Gwalior,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",site_5667,26.2037247,78.1573628,POINT (78.1573628 26.2037247),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Maguda Nagar, Indore - IMC",site_5856,22.7203616,75.8681996,POINT (75.8681996 22.7203616),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Chhoti Gwaltoli, Indore - MPPCB",site_5248,22.7203616,75.8681996,POINT (75.8681996 22.7203616),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Residency Area, Indore - IMC",site_5854,22.7203616,75.8681996,POINT (75.8681996 22.7203616),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Vijay Nagar Scheme-78, Indore - Glenmark",site_5709,19.17044412192647,72.96054867569674,POINT (72.96054867569674 19.17044412192647),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Regional Park, Indore - IMC",site_5855,22.6770019,75.8561342,POINT (75.8561342 22.6770019),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Indore,Indore,"Airport Area, Indore - IMC",site_5857,22.7203616,75.8681996,POINT (75.8681996 22.7203616),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Jabalpur,Jabalpur,"Suhagi, Jabalpur - JMC",site_5816,23.2218168,79.9588284413719,POINT (79.9588284413719 23.2218168),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Jabalpur,Jabalpur,"Gupteshwar, Jabalpur - JMC",site_5817,23.1454979,79.91407249019568,POINT (79.91407249019568 23.1454979),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Jabalpur,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",site_5965,23.1701522,79.9324505,POINT (79.9324505 23.1701522),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Jabalpur,Jabalpur,"Marhatal, Jabalpur - MPPCB",site_5249,23.1701522,79.9324505,POINT (79.9324505 23.1701522),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Katni,Katni,"Gole Bazar, Katni - MPPCB",site_5250,23.7176393,80.26101812940934,POINT (80.26101812940934 23.7176393),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Maihar,Maihar,"Sahilara, Maihar - KJS Cements",site_5068,24.2461982,80.7277537,POINT (80.7277537 24.2461982),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Ratlam,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",site_5042,23.50222005,74.9551534052134,POINT (74.9551534052134 23.50222005),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Sagar,Sagar,"Deen Dayal Nagar, Sagar - MPPCB",site_5269,23.80830755,78.75825398721975,POINT (78.75825398721975 23.80830755),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Sagar,Sagar,"Civil Lines, Sagar - MPPCB",site_5662,23.8408661,78.7621655,POINT (78.7621655 23.8408661),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Satna,Satna,"Bandhavgar Colony, Satna - Birla Cement",site_1433,24.6954445,80.77703482475752,POINT (80.77703482475752 24.6954445),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Singrauli,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",site_1401,24.2431343,82.3827672091869,POINT (82.3827672091869 24.2431343),252,3942949.59384
Madhya Pradesh,Madhya Pradesh,Ujjain,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",site_1400,23.18297215,75.76818505832998,POINT (75.76818505832998 23.18297215),252,3942949.59384
Maharashtra,Maharashtra,Ahmednagar,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",site_5785,19.1054435,74.7399001,POINT (74.7399001 19.1054435),252,3942949.59384
Maharashtra,Maharashtra,Akola,Akola,"Ramdaspeth, Akola - MPCB",site_5784,20.76181225,77.1921156663574,POINT (77.1921156663574 20.76181225),252,3942949.59384
Maharashtra,Maharashtra,Amravati,Amravati,"Shivneri Colony, Amravati - MPCB",site_5786,21.15454115,77.64429617998744,POINT (77.64429617998744 21.15454115),252,3942949.59384
Maharashtra,Maharashtra,Amravati,Amravati,"Shri Shivaji Science College, Amaravati - MPCB",site_5787,20.9396375,77.7655238,POINT (77.7655238 20.9396375),252,3942949.59384
Maharashtra,Maharashtra,Aurangabad,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",site_5788,24.80332005,84.41101977690866,POINT (84.41101977690866 24.80332005),252,3942949.59384
Maharashtra,Maharashtra,Aurangabad,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",site_198,19.8407794,75.24716959404093,POINT (75.24716959404093 19.8407794),252,3942949.59384
Maharashtra,Maharashtra,Aurangabad,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",site_5544,24.80332005,84.41101977690866,POINT (84.41101977690866 24.80332005),252,3942949.59384
Maharashtra,Maharashtra,Aurangabad,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",site_5789,24.80332005,84.41101977690866,POINT (84.41101977690866 24.80332005),252,3942949.59384
Maharashtra,Maharashtra,Badlapur,Badlapur,"Katrap, Badlapur - MPCB",site_5798,19.1666237,73.2389064,POINT (73.2389064 19.1666237),252,3942949.59384
Maharashtra,Maharashtra,Belapur,Belapur,"CBD Belapur, Belapur - MPCB",site_5804,19.01902435,73.03906292408443,POINT (73.03906292408443 19.01902435),252,3942949.59384
Maharashtra,Maharashtra,Bhiwandi,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",site_5813,19.3025562,73.0588072,POINT (73.0588072 19.3025562),252,3942949.59384
Maharashtra,Maharashtra,Boisar,Boisar,"Khaira, Boisar - MPCB",site_5809,19.7984865,72.761452,POINT (72.761452 19.7984865),252,3942949.59384
Maharashtra,Maharashtra,Chandrapur,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",site_295,19.9777956,79.23633267283243,POINT (79.23633267283243 19.9777956),252,3942949.59384
Maharashtra,Maharashtra,Chandrapur,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",site_271,20.0967555,79.50454752230621,POINT (79.50454752230621 20.0967555),252,3942949.59384
Maharashtra,Maharashtra,Dhule,Dhule,"Deopur, Dhule - MPCB",site_5801,20.9176811,74.7816825,POINT (74.7816825 20.9176811),252,3942949.59384
Maharashtra,Maharashtra,Jalgaon,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",site_5790,20.84288265,75.52612463784979,POINT (75.52612463784979 20.84288265),252,3942949.59384
Maharashtra,Maharashtra,Jalna,Jalna,"Old MIDC, Jalna - MPCB",site_5791,19.91883295,75.87085986165867,POINT (75.87085986165867 19.91883295),252,3942949.59384
Maharashtra,Maharashtra,Kalyan,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB",site_305,19.2396742,73.1366482,POINT (73.1366482 19.2396742),252,3942949.59384
Maharashtra,Maharashtra,Kalyan,Kalyan,"Khadakpada, Kalyan - MPCB",site_5118,19.2363883,73.1303624,POINT (73.1303624 19.2363883),252,3942949.59384
Maharashtra,Maharashtra,Kolhapur,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",site_5769,16.71382405,74.24179561014792,POINT (74.24179561014792 16.71382405),252,3942949.59384
Maharashtra,Maharashtra,Kolhapur,Kolhapur,"Shivaji University, Kolhapur - MPCB",site_5768,16.67796705,74.25156159337516,POINT (74.25156159337516 16.67796705),252,3942949.59384
Maharashtra,Maharashtra,Latur,Latur,"Sawe Wadi, Latur - MPCB",site_5780,18.40363715,76.57535704177086,POINT (76.57535704177086 18.40363715),252,3942949.59384
Maharashtra,Maharashtra,Mahad,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",site_5783,18.080753,73.42438,POINT (73.42438 18.080753),252,3942949.59384
Maharashtra,Maharashtra,Malegaon,Malegaon,"Mahesh Nagar, Malegaon - MPCB",site_5802,20.5576062,74.5246514,POINT (74.5246514 20.5576062),252,3942949.59384
Maharashtra,Maharashtra,Mira-Bhayandar,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",site_5806,19.3101847,72.8526988,POINT (72.8526988 19.3101847),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Ghatkopar, Mumbai - BMC",site_5964,19.0856928,72.9083668,POINT (72.9083668 19.0856928),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Malad West, Mumbai - IITM",site_5402,19.1852851,72.8358611,POINT (72.8358611 19.1852851),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Mazgaon, Mumbai - IITM",site_5394,18.9697337,72.8406201,POINT (72.8406201 18.9697337),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Kurla, Mumbai - MPCB",site_5104,19.0655397,72.87956364521199,POINT (72.87956364521199 19.0655397),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Shivaji Nagar, Mumbai - BMC",site_5961,19.0637885,72.9249,POINT (72.9249 19.0637885),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",site_5810,19.067115,72.8657245,POINT (72.8657245 19.067115),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Deonar, Mumbai - IITM",site_5396,19.0475502,72.9051895,POINT (72.9051895 19.0475502),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Colaba, Mumbai - MPCB",site_5120,18.915091,72.8259691,POINT (72.8259691 18.915091),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Borivali East, Mumbai - MPCB",site_5113,19.2267228,72.8619328,POINT (72.8619328 19.2267228),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Vile Parle West, Mumbai - MPCB",site_5106,19.103908,72.840301,POINT (72.840301 19.103908),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Chembur, Mumbai - MPCB",site_5811,19.054818,72.8979713,POINT (72.8979713 19.054818),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Kandivali West, Mumbai - BMC",site_5962,19.2084439,72.8420309,POINT (72.8420309 19.2084439),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Kandivali East, Mumbai - MPCB",site_5412,19.2103809,72.8640837,POINT (72.8640837 19.2103809),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",site_5397,19.165035,72.9304173,POINT (72.9304173 19.165035),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Borivali East, Mumbai - IITM",site_5400,19.2267228,72.8619328,POINT (72.8619328 19.2267228),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",site_5392,19.067115,72.8657245,POINT (72.8657245 19.067115),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",site_5107,19.054999,72.8692035,POINT (72.8692035 19.054999),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Sion, Mumbai - MPCB",site_5119,19.0465213,72.8632834,POINT (72.8632834 19.0465213),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Vasai West, Mumbai - MPCB",site_5102,19.054999,72.8692035,POINT (72.8692035 19.054999),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Bandra, Mumbai - MPCB",site_168,19.0549792,72.8402203,POINT (72.8402203 19.0549792),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Sewri, Mumbai - BMC",site_5963,18.9987796,72.8544218,POINT (72.8544218 18.9987796),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Mulund West, Mumbai - MPCB",site_5413,19.1719717,72.9511956,POINT (72.9511956 19.1719717),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",site_5398,9.9296479,76.2535837,POINT (76.2535837 9.9296479),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Worli, Mumbai - MPCB",site_5115,19.0116962,72.8180702,POINT (72.8180702 19.0116962),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",site_5807,19.18478475,72.8341349562728,POINT (72.8341349562728 19.18478475),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Byculla, Mumbai - BMC",site_5960,18.9766219,72.8327936,POINT (72.8327936 18.9766219),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",site_5814,19.0613396,72.8500552,POINT (72.8500552 19.0613396),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Powai, Mumbai - MPCB",site_5112,19.1187195,72.9073476,POINT (72.9073476 19.1187195),252,3942949.59384
Maharashtra,Maharashtra,Mumbai,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",site_5403,18.5654242,73.81363047914618,POINT (73.81363047914618 18.5654242),252,3942949.59384
Maharashtra,Maharashtra,Nagpur,Nagpur,"Ram Nagar, Nagpur - MPCB",site_5793,21.1038625,79.1143726,POINT (79.1143726 21.1038625),252,3942949.59384
Maharashtra,Maharashtra,Nagpur,Nagpur,"Mahal, Nagpur - MPCB",site_5796,21.1429969,79.1101819,POINT (79.1101819 21.1429969),252,3942949.59384
Maharashtra,Maharashtra,Nagpur,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",site_303,21.1498134,79.0820556,POINT (79.0820556 21.1498134),252,3942949.59384
Maharashtra,Maharashtra,Nagpur,Nagpur,"Ambazari, Nagpur - MPCB",site_5792,21.0521325,78.8359702,POINT (78.8359702 21.0521325),252,3942949.59384
Maharashtra,Maharashtra,Nanded,Nanded,"Sneh Nagar, Nanded - MPCB",site_5795,19.09400875,77.48319215130235,POINT (77.48319215130235 19.09400875),252,3942949.59384
Maharashtra,Maharashtra,Nashik,Nashik,"Pandav Nagari, Nashik - MPCB",site_5779,19.9579704,73.7797063,POINT (73.7797063 19.9579704),252,3942949.59384
Maharashtra,Maharashtra,Nashik,Nashik,"MIDC Ambad, Nashik - MPCB",site_5781,20.0112475,73.7902364,POINT (73.7902364 20.0112475),252,3942949.59384
Maharashtra,Maharashtra,Nashik,Nashik,"Gangapur Road, Nashik - MPCB",site_304,20.055880209470114,73.68380255226417,POINT (73.68380255226417 20.055880209470114),252,3942949.59384
Maharashtra,Maharashtra,Nashik,Nashik,"Hirawadi, Nashik - MPCB",site_5782,20.011310302571136,73.8040470467616,POINT (73.8040470467616 20.011310302571136),252,3942949.59384
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Airoli, Navi Mumbai - MPCB",site_261,19.1585147,72.99940185331164,POINT (72.99940185331164 19.1585147),252,3942949.59384
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",site_5803,19.445959,72.818308,POINT (72.818308 19.445959),252,3942949.59384
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",site_5815,19.06597735,73.00953290144423,POINT (73.00953290144423 19.06597735),252,3942949.59384
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Mahape, Navi Mumbai - MPCB",site_5114,19.1093012,73.0235724,POINT (73.0235724 19.1093012),252,3942949.59384
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",site_5805,19.0308262,73.0198537,POINT (73.0198537 19.0308262),252,3942949.59384
Maharashtra,Maharashtra,Navi Mumbai,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",site_5103,19.03359375,73.01816400929746,POINT (73.01816400929746 19.03359375),252,3942949.59384
Maharashtra,Maharashtra,Parbhani,Parbhani,"Masoom Colony, Parbhani - MPCB",site_5794,19.29019805,76.60264434278307,POINT (76.60264434278307 19.29019805),252,3942949.59384
Maharashtra,Maharashtra,Pimpri-Chinchwad,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",site_5764,18.6279288,73.8009829,POINT (73.8009829 18.6279288),252,3942949.59384
